0,0
29.682,300.22
27.936,600.21
8.2312,900.06
-15.964,1199.9
-31.179,1499.8
-23.945,1799.8
19.207,2100.1
111.82,2400.6
267.53,2700.7
500,3000
809.26,3298.3
1140.8,3597.3
1426.7,3898.7
1602.8,4202.4
1653.3,4484.6
1593.5,4705.8
1439.2,4827.5
1220.4,4859.3
989.4,4886.3
800,5000
688.32,5259.9
618.93,5598.4
538.49,5916
399.37,6122.8
220.25,6241.1
62.552,6365.8
-11.986,6591.7
35.071,6932.3
206.01,7276
500,7500
906.55,7513.9
1376.5,7356.1
1851,7096.8
2273.8,6803.2
2618.4,6503.6
2877.8,6201.5
3045.2,5899.6
3118.2,5599.4
3101.5,5299.9
3000,5000
2829.3,4699
2646.4,4398.2
2518.7,4099
2508.7,3802.9
2622,3507.1
2827.5,3206.1
3093,2894.9
3360,2577.4
3529.9,2272.5
3500,2000
3210.1,1772.2
2767.9,1571.1
2323,1371
2016.5,1148.2
1888.2,904.4
1912.3,657.45
2062.3,425.44
2311.4,226.46
2632.8,78.61
3000,0
